Snapshot_Date,Report_Month,Subject_Community_ID,Source_Property_Name,Address,Floor_Plan,Unit_Number,Bed_Count,Bath_Count,Sq_Ft,Unit_Status,Date_First_Available,Leased_Date,Days_On_Market,Times_Listed,Asking_Rent,Asking_Rent_PSF,Effective_Rent,Effective_Rent_PSF,Concession_Pct,Concession_Details,Source_File_Name
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3551 - 101,2,2,1356,Leased,2026-03-27,2026-04-25,22,4,2120,1.56342182891,1267,0.934365781711,0.402358490566,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3555 - 102,2,2,1356,Leased,2025-02-28,2025-10-06,213,4,1636,1.20648967552,1636,1.20648967552,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3560 - 202,2,2,1356,Leased,2025-09-30,2026-03-03,147,4,2055,1.51548672566,1541,1.13643067847,0.250121654501,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3564 - 101,2,2,1356,Leased,2025-12-17,2026-04-25,122,2,2094,1.54424778761,1245,0.91814159292,0.405444126074,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3575 - 102,2,2,1356,Leased,2025-05-17,2026-02-11,263,3,1864,1.37463126844,1398,1.03097345133,0.25,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3610 - 102,2,2,1356,Leased,2024-11-02,2025-02-06,89,3,1956,1.44247787611,1793,1.32227138643,0.0833333333333,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3614 - 101,2,2,1356,Leased,2025-01-25,2025-06-20,139,3,2156,1.58997050147,1797,1.32522123894,0.166512059369,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3630 - 102,2,2,1356,Leased,2025-02-06,2025-04-30,76,1,1973,1.45501474926,1644,1.21238938053,0.166751140395,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3634 - 101,2,2,1356,Leased,2025-01-19,2025-04-05,69,2,2020,1.48967551622,1852,1.36578171091,0.0831683168317,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,#3655 - 102,2,2,1356,Leased,2024-11-25,2025-07-07,217,1,2060,1.5191740413,2060,1.5191740413,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,101-1614,2,2,1356,Leased,2025-12-31,2026-03-19,71,1,2103,1.55088495575,1753,1.29277286136,0.166428911079,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kestrel,102-1610,2,2,1356,Available,2026-04-21,,8,1,2119,1.56268436578,1766,1.30235988201,0.166588013214,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#1583 - 303,1,1,973,Leased,2024-10-16,2024-10-31,8,2,1743,1.79136690647,1475,1.51593011305,0.153757888698,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#1607 - 303,1,1,973,Leased,2025-08-10,2025-12-13,118,4,1603,1.64748201439,1469,1.50976361768,0.0835932626326,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#1612 - 303,1,1,973,Available,2026-03-20,,40,2,1872,1.92394655704,1560,1.60328879753,0.166666666667,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#1622 - 303,1,1,973,Leased,2024-11-23,2025-01-08,39,1,1825,1.87564234327,1673,1.71942446043,0.0832876712329,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#3523 - 303,1,1,973,Leased,2025-07-17,2025-11-21,120,3,1618,1.66289825283,1348,1.38540596095,0.166872682324,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#3553 - 303,1,1,973,Leased,2024-07-31,2024-10-12,66,1,1678,1.72456320658,1398,1.4367934224,0.166865315852,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#3562 - 303,1,1,973,Available,2025-12-28,,122,4,1794,1.84378211716,1495,1.53648509764,0.166666666667,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#3573 - 303,1,1,973,Available,2026-04-18,,11,3,1954,2.00822199383,1628,1.67317574512,0.166837256909,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,#3612 - 303,1,1,973,Leased,2025-08-08,2026-02-08,177,4,1764,1.81294964029,1323,1.35971223022,0.25,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Kinglet,303,1,1,973,Leased,2026-03-01,2026-03-09,1,1,1852,1.90339157246,1389,1.42754367934,0.25,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Nighthawk,#3564 - 102,2,2,1320,Applied,2025-06-21,,308,3,1923,1.45681818182,1103,0.835606060606,0.426417056682,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#1585 - 201,2,2,1294,Leased,2024-11-15,2025-03-19,117,1,1758,1.35857805255,1612,1.2457496136,0.0830489192264,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#1605 - 202,2,2,1294,Leased,2025-09-03,2025-09-18,8,3,1912,1.47758887172,1593,1.23106646059,0.166841004184,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#1609 - 201,2,2,1294,Leased,2024-09-12,2024-10-16,27,1,1829,1.41344667697,1524,1.17774343122,0.166757791143,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#1610 - 201,2,2,1294,Leased,2025-04-27,2025-05-28,24,3,1897,1.46599690881,1581,1.22179289026,0.166578808645,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#1614 - 202,2,2,1294,Leased,2026-03-20,2026-04-26,30,2,1907,1.47372488408,1589,1.22797527048,0.166754063975,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#1620 - 201,2,2,1294,Leased,2025-08-12,2025-12-17,120,1,1770,1.36785162287,1623,1.2542503864,0.0830508474576,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#1624 - 202,2,2,1294,Leased,2025-08-07,2025-11-10,88,4,1843,1.42426584235,1536,1.18701700155,0.1665762344,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3525 - 201,2,2,1294,Leased,2025-06-06,2025-06-14,1,4,2015,1.557187017,1679,1.29752704791,0.166749379653,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3531 - 202,2,2,1294,Available,2026-01-06,,113,3,1904,1.4714064915,1587,1.22642967543,0.166491596639,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3541 - 202,2,2,1294,Leased,2025-09-14,2025-09-25,4,3,1473,1.13833075734,1473,1.13833075734,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3545 - 201,2,2,1294,Leased,2024-12-10,2025-02-02,47,3,1694,1.30911901082,1553,1.20015455951,0.0832349468713,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3564 - 202,2,2,1294,Leased,2026-03-20,2026-04-26,30,2,1979,1.52936630603,1649,1.2743431221,0.166750884285,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3610 - 201,2,2,1294,Leased,2024-12-17,2025-01-22,29,3,1732,1.33848531685,1588,1.22720247295,0.0831408775982,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3630 - 201,2,2,1294,Leased,2025-01-24,2025-02-15,15,1,1941,1.5,1779,1.37480680062,0.0834621329212,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3634 - 202,2,2,1294,Leased,2025-10-03,2025-12-27,78,1,1802,1.39258114374,1802,1.39258114374,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3651 - 202,2,2,1294,Leased,2024-12-17,2025-01-19,26,2,1752,1.35394126739,1606,1.24111282844,0.0833333333333,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,#3655 - 201,2,2,1294,Available,2026-03-28,,32,3,1999,1.54482225657,1666,1.28748068006,0.166583291646,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,201-3575,2,2,1294,Leased,2025-11-18,2026-02-06,73,1,1965,1.51854714065,1474,1.13910355487,0.249872773537,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,202,2,2,1294,Leased,2026-03-01,2026-03-09,1,1,2054,1.58732612056,1541,1.19088098918,0.249756572541,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,202-1614,2,2,1294,Available,2026-04-19,,10,2,1904,1.4714064915,1587,1.22642967543,0.166491596639,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Osprey,202-3564,2,2,1294,Available,2026-04-19,,10,2,1979,1.52936630603,1649,1.2743431221,0.166750884285,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Starling,#1612 - 301,2,2,1136,Leased,2024-05-18,2024-09-12,110,2,1815,1.59771126761,1513,1.33186619718,0.166391184573,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Starling,#3533 - 101,2,2,1136,Leased,2025-08-24,2025-09-14,14,1,1833,1.61355633803,1528,1.34507042254,0.166393889798,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Starling,#3543 - 103,2,2,1136,Leased,2024-04-11,2024-08-15,119,2,1885,1.65933098592,1728,1.52112676056,0.0832891246684,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Starling,#3553 - 103,2,2,1136,Available,2026-01-09,,110,4,1937,1.7051056338,1614,1.42077464789,0.166752710377,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Starling,#3612 - 203,2,2,1136,Leased,2024-02-26,2024-08-16,165,2,1885,1.65933098592,1728,1.52112676056,0.0832891246684,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Starling,103,2,2,1136,Leased,2026-03-01,2026-03-09,1,1,2089,1.8389084507,1567,1.37940140845,0.249880325515,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,#1607 - 302,1,1,800,Leased,2024-07-29,2024-08-30,25,2,1655,2.06875,1517,1.89625,0.0833836858006,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,#3523 - 104,1,1,800,Leased,2025-09-19,2026-02-15,142,2,1494,1.8675,1121,1.40125,0.249665327979,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,#3533 - 104,1,1,800,Leased,2025-06-09,2025-11-30,167,4,1461,1.82625,1218,1.5225,0.166324435318,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,#3553 - 102,1,1,800,Leased,2025-09-20,2026-01-31,126,2,1535,1.91875,1151,1.43875,0.25016286645,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,#3562 - 104,1,1,800,Leased,2026-03-20,2026-04-26,30,2,1759,2.19875,1466,1.8325,0.166571915861,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,#3612-304,1,1,800,Leased,2023-02-14,2023-03-12,19,1,1736,2.17,1736,2.17,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,#3653 - 202,1,1,800,Leased,2024-11-19,2025-02-27,93,2,1575,1.96875,1444,1.805,0.0831746031746,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,#3653 - 204,1,1,800,Leased,2024-07-29,2024-08-09,4,2,1715,2.14375,1572,1.965,0.0833819241983,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,104,1,1,800,Leased,2026-03-01,2026-03-09,1,1,1767,2.20875,1325,1.65625,0.250141482739,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Tern,104-3562,1,1,800,Available,2026-04-19,,10,2,1713,2.14125,1428,1.785,0.166374781086,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1583 - 202,1,1,800,Leased,2024-09-21,2024-10-22,24,1,1482,1.8525,1235,1.54375,0.166666666667,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1583 - 204,1,1,800,Leased,2024-10-17,2024-10-25,1,2,1482,1.8525,1284,1.605,0.133603238866,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1583 - 302,1,1,800,Leased,2025-05-29,2025-08-09,65,4,1559,1.94875,1429,1.78625,0.0833867864015,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1583 - 304,1,1,800,Leased,2025-05-21,2025-07-05,38,3,1618,2.0225,1618,2.0225,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1607 - 102,1,1,800,Leased,2025-09-19,2026-01-28,124,2,1581,1.97625,1186,1.4825,0.249841872233,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1607 - 104,1,1,800,Leased,2025-08-22,2025-09-07,9,4,1622,2.0275,1352,1.69,0.166461159063,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1607 - 202,1,1,800,Available,2026-04-15,,14,3,1705,2.13125,1421,1.77625,0.166568914956,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1607 - 304,1,1,800,Leased,2025-12-09,2026-02-14,60,2,1624,2.03,1218,1.5225,0.25,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1612 - 102,1,1,800,Leased,2026-03-28,2026-04-24,20,3,1759,2.19875,1466,1.8325,0.166571915861,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1612 - 104,1,1,800,Leased,2025-05-21,2025-08-15,79,3,1667,2.08375,1389,1.73625,0.166766646671,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1612 - 202,1,1,800,Leased,2025-06-06,2025-07-11,28,1,1547,1.93375,1547,1.93375,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1612 - 302,1,1,800,Leased,2025-06-11,2025-08-07,50,3,1540,1.925,1283,1.60375,0.166883116883,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1612 - 304,1,1,800,Leased,2024-07-29,2024-10-08,64,3,1508,1.885,1257,1.57125,0.166445623342,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1622 - 104,1,1,800,Leased,2025-03-28,2025-07-31,118,4,1593,1.99125,1593,1.99125,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1622 - 302,1,1,800,Leased,2024-09-24,2024-10-22,21,3,1517,1.89625,1264,1.58,0.16677653263,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#1622 - 304,1,1,800,Leased,2024-12-13,2025-04-25,126,2,1597,1.99625,1331,1.66375,0.166562304321,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3523 - 102,1,1,800,Leased,2026-02-20,2026-04-14,46,1,1665,2.08125,1388,1.735,0.166366366366,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3523 - 202,1,1,800,Available,2026-03-03,,57,4,1706,2.1325,1422,1.7775,0.166471277843,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3523 - 204,1,1,800,Leased,2024-08-22,2024-10-02,34,1,1506,1.8825,1255,1.56875,0.166666666667,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3523 - 302,1,1,800,Leased,2025-09-03,2025-12-24,105,2,1502,1.8775,1502,1.8775,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3523 - 304,1,1,800,Leased,2025-05-26,2025-10-18,138,1,1707,2.13375,1707,2.13375,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3533 - 102,1,1,800,Leased,2025-09-06,2025-10-01,18,2,1761,2.20125,1761,2.20125,0,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3533 - 202,1,1,800,Leased,2024-10-08,2024-10-24,9,2,1462,1.8275,1218,1.5225,0.166894664843,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3533 - 204,1,1,800,Leased,2025-01-01,2025-01-22,14,2,1662,2.0775,1524,1.905,0.0830324909747,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3533 - 302,1,1,800,Leased,2024-05-27,2024-10-27,146,3,1517,1.89625,1315,1.64375,0.133157547792,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3533 - 304,1,1,800,Leased,2025-10-31,2026-04-27,171,3,1448,1.81,707,0.88375,0.511740331492,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3543 - 102,1,1,800,Leased,2025-09-10,2026-01-24,129,2,1535,1.91875,1151,1.43875,0.25016286645,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3543 - 104,1,1,800,Available,2026-04-26,,3,5,1797,2.24625,1498,1.8725,0.166388425153,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3543 - 204,1,1,800,Available,2026-04-11,,18,5,1672,2.09,1393,1.74125,0.166866028708,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3543 - 302,1,1,800,Available,2026-01-15,,104,3,1727,2.15875,1439,1.79875,0.166763173133,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,3511 Great Cypress Cir,The Vireo,#3543 - 304,1,1,800,Available,2025-09-11,,230,3,1454,1.8175,1212,1.515,0.16643741403,"UP TO 2 months FREE
Restrictions: applied by April 30th, 12+ lease terms
2 Months Free
Restrictions: applied by April 30th
2 Months Free
Restrictions: applied by April 30th
1 Year of 1 GB FREE Internet
Restrictions: qualified applicants, 12+ lease terms",2026_04_29_11_40_RISE_Sereno_Market.xlsx
